time.interval,tweet.id,hash.tag
2015-04-23 01:05:03,591045081861357569,dengue
2015-04-23 01:05:03,591045081169272833,dengue
2015-04-23 01:05:02,591045080166825984,dengue
2015-04-23 00:54:33,591042441798529024,dengue
2015-04-23 00:54:33,591042441798529024,mosquito
2015-04-23 00:31:17,591036587183632384,dengue
2015-04-22 23:58:13,591028263570378752,dengue
2015-04-22 23:57:23,591028054518067200,dengue
2015-04-22 23:57:23,591028053310078976,dengue
2015-04-22 23:57:15,591028022209286145,dengue
2015-04-22 23:57:15,591028021575954433,dengue
2015-04-22 23:57:15,591028020745469953,dengue
2015-04-22 23:42:35,591024328453398528,dengue
2015-04-22 23:42:35,591024328453398528,brazil
2015-04-22 23:39:41,591023600955559937,dengue
2015-04-22 23:31:06,591021438351634433,dengue
2015-04-22 23:22:25,591019252301361152,dengue
2015-04-22 23:22:24,591019250782965760,dengue
2015-04-22 23:22:24,591019249998626816,dengue
2015-04-22 23:22:24,591019249252098049,dengue
2015-04-22 23:22:24,591019248492933120,dengue
2015-04-22 23:02:34,591014257493463040,brazil
2015-04-22 23:01:25,591013968308744192,brazil
2015-04-22 23:00:09,591013650271469569,brazil
2015-04-22 22:49:29,591010966759931904,dengue
2015-04-22 22:49:27,591010955930238976,dengue
2015-04-22 22:49:26,591010955116552193,dengue
2015-04-22 22:49:26,591010954495840256,dengue
2015-04-22 22:49:17,591010917413945345,dengue
2015-04-22 22:31:30,591006441286279168,dengue
2015-04-22 21:40:30,590993607311654912,dengue
2015-04-22 21:40:27,590993595219468288,dengue
2015-04-22 21:40:27,590993594540019714,dengue
2015-04-22 21:36:25,590992579526860800,dengue
2015-04-22 21:33:48,590991920328888320,dengue
2015-04-22 21:33:22,590991812975661056,dengue
2015-04-22 21:31:04,590991230504411136,dengue
2015-04-22 21:24:42,590989631405105152,dengue
2015-04-22 21:06:35,590985072288911360,brazil
2015-04-22 21:06:35,590985072288911360,dengue
2015-04-22 20:56:12,590982459447185408,dengue
2015-04-22 20:56:12,590982459447185408,saopaulo
2015-04-22 20:32:09,590976404281544704,dengue
2015-04-22 20:32:09,590976403618816000,dengue
2015-04-22 20:32:01,590976371062636544,dengue
2015-04-22 20:32:01,590976370232037376,dengue
2015-04-22 20:31:57,590976354440601600,dengue
2015-04-22 20:31:01,590976122046799872,dengue
2015-04-22 19:30:49,590960970660458499,dengue
2015-04-22 19:24:56,590959490704498689,dengue
2015-04-22 19:19:26,590958107183943680,dengue
2015-04-22 19:19:26,590958106370252800,dengue
2015-04-22 19:19:26,590958105632100353,dengue
2015-04-22 19:19:26,590958104415760384,dengue
2015-04-22 18:39:35,590948078200496128,brazil
2015-04-22 18:39:35,590948078200496128,dengue
2015-04-22 18:30:49,590945870939566080,dengue
2015-04-22 18:20:54,590943376838676481,brazil
2015-04-22 18:20:54,590943376838676481,dengue
2015-04-22 18:15:26,590941999437582337,dengue
2015-04-22 18:15:26,590941999437582337,saopaulo
2015-04-22 17:58:08,590937647083839488,dengue
2015-04-22 17:58:08,590937646538559488,dengue
2015-04-22 17:58:08,590937645905276928,dengue
2015-04-22 17:58:08,590937645041197056,dengue
2015-04-22 17:58:08,590937644474982401,dengue
2015-04-22 17:57:49,590937567152996352,brazil
2015-04-22 17:57:49,590937567152996352,dengue
2015-04-22 17:57:09,590937399846432768,brazil
2015-04-22 17:57:09,590937399846432768,dengue
2015-04-22 17:42:55,590933816828657664,brazil
2015-04-22 17:42:55,590933816828657664,dengue
2015-04-22 17:39:06,590932857918468096,brazil
2015-04-22 17:39:06,590932857918468096,dengue
2015-04-22 17:31:08,590930850591703040,dengue
2015-04-22 17:15:00,590926792283815936,dengue
2015-04-22 16:56:22,590922099981754368,chikungunya
2015-04-22 16:56:22,590922099981754368,dengue
2015-04-22 16:55:03,590921768631545857,dengue
2015-04-22 16:55:03,590921768631545857,brazil
2015-04-22 16:51:31,590920879262945281,chikungunya
2015-04-22 16:51:31,590920879262945281,dengue
2015-04-22 16:47:06,590919770536542209,dengue
2015-04-22 16:47:06,590919770536542209,brazil
2015-04-22 16:46:29,590919613598302208,saopaulo
2015-04-22 16:39:37,590917887973584897,dengue
2015-04-22 16:38:13,590917533433274368,dengue
2015-04-22 16:38:13,590917532808249344,dengue
2015-04-22 16:38:13,590917532183302145,dengue
2015-04-22 16:38:06,590917503045500929,dengue
2015-04-22 16:38:05,590917502370193409,dengue
2015-04-22 16:02:07,590908449640337408,dengue
2015-04-22 15:55:05,590906678528212992,dengue
2015-04-22 15:55:05,590906678528212992,brazil
2015-04-22 15:31:18,590900695605387265,dengue
2015-04-22 15:19:10,590897641174786048,dengue
2015-04-22 15:19:05,590897618869473280,dengue
2015-04-22 15:19:05,590897618252914688,dengue
2015-04-22 15:19:05,590897617552412673,dengue
2015-04-22 15:19:04,590897617015595008,dengue
2015-04-22 15:15:42,590896770021924864,dengue
2015-04-22 15:14:54,590896567391014912,brazil
2015-04-22 15:11:28,590895703561359360,dengue
2015-04-22 14:56:59,590892059847958528,dengue
2015-04-22 14:55:57,590891796277944321,dengue
2015-04-22 14:31:31,590885651077271552,dengue
2015-04-22 14:27:21,590884598969688064,brazil
2015-04-22 14:26:50,590884472104607744,saopaulo
2015-04-22 14:20:43,590882931368833024,dengue
2015-04-22 13:54:47,590876403039625216,saopaulo
2015-04-22 13:54:13,590876260408107008,dengue
2015-04-22 13:54:12,590876259481059328,dengue
2015-04-22 13:53:07,590875983932174336,dengue
2015-04-22 13:53:06,590875982766157824,dengue
2015-04-22 13:53:03,590875970204266496,dengue
2015-04-22 13:53:02,590875964894228480,dengue
2015-04-22 13:53:02,590875964894228480,chikungunya
2015-04-22 13:44:55,590873922100273152,dengue
2015-04-22 13:30:56,590870404467654656,dengue
2015-04-22 13:09:40,590865052762300416,peru
2015-04-22 13:09:40,590865052762300416,dengue
2015-04-22 12:53:42,590861034237403137,peru
2015-04-22 12:53:42,590861034237403137,dengue
2015-04-22 12:53:02,590860863784947712,peru
2015-04-22 12:53:02,590860863784947712,dengue
2015-04-22 12:44:53,590858814502612992,saopaulo
2015-04-22 12:43:24,590858438894292992,saopaulo
2015-04-22 12:41:48,590858036794761218,dengue
2015-04-22 12:41:48,590858036794761218,saopaulo
2015-04-22 12:41:13,590857892531666946,dengue
2015-04-22 12:39:47,590857531771125761,dengue
2015-04-22 12:35:31,590856456074694656,dengue
2015-04-22 12:35:31,590856456074694656,saopaulo
2015-04-22 12:35:01,590856332758147072,dengue
2015-04-22 12:35:01,590856332124823553,dengue
2015-04-22 12:34:58,590856318044545024,dengue
2015-04-22 12:34:58,590856317545353216,dengue
2015-04-22 12:34:58,590856316916228096,dengue
2015-04-22 12:33:37,590855979446759425,dengue
2015-04-22 12:33:37,590855979446759425,saopaulo
2015-04-22 12:33:07,590855850836692994,dengue
2015-04-22 12:33:07,590855850836692994,saopaulo
2015-04-22 12:31:57,590855558338449409,dengue
2015-04-22 12:31:57,590855558338449409,saopaulo
2015-04-22 12:30:51,590855283913687040,dengue
2015-04-22 12:28:17,590854638074728448,dengue
2015-04-22 12:28:17,590854638074728448,saopaulo
2015-04-22 12:16:43,590851723826057216,dengue
2015-04-22 12:16:43,590851723826057216,saopaulo
2015-04-22 12:11:21,590850373121929216,dengue
2015-04-22 12:11:21,590850373121929216,saopaulo
2015-04-22 11:51:33,590845390351691776,malaria
2015-04-22 11:51:33,590845390351691776,dengue
2015-04-22 11:35:29,590841347222982656,dengue
2015-04-22 11:30:50,590840177440006144,dengue
2015-04-22 11:27:03,590839225009840129,dengue
2015-04-22 11:19:16,590837267167600641,dengue
2015-04-22 11:19:16,590837266584571904,dengue
2015-04-22 11:19:16,590837265976455168,dengue
2015-04-22 11:19:08,590837233135001600,dengue
2015-04-22 11:19:08,590837232518504448,dengue
2015-04-22 10:16:42,590821522106908672,ebola
2015-04-22 10:08:54,590819559550099456,dengue
2015-04-22 10:08:54,590819559004864512,dengue
2015-04-22 10:08:54,590819558501576704,dengue
2015-04-22 10:08:47,590819530588475392,dengue
2015-04-22 10:08:47,590819529967677440,dengue
2015-04-22 09:57:03,590816575722164224,dengue
2015-04-22 09:55:02,590816070539186177,dengue
2015-04-22 09:30:53,590809990459424768,dengue
2015-04-22 08:51:22,590800047832485889,dengue
2015-04-22 08:51:22,590800046985236481,dengue
2015-04-22 08:51:12,590800006791225344,dengue
2015-04-22 08:51:12,590800006254301184,dengue
2015-04-22 08:51:09,590799994564833280,dengue
2015-04-22 08:46:07,590798725032898560,saopaulo
2015-04-22 08:40:41,590797360357363712,dengue
2015-04-22 08:30:53,590794892730888192,dengue
2015-04-22 08:02:45,590787812326244353,ebola
2015-04-22 08:00:22,590787212955951104,pmln
2015-04-22 07:37:41,590781506181799936,dengue
2015-04-22 07:37:41,590781505703649280,dengue
2015-04-22 07:37:32,590781467619385344,dengue
2015-04-22 07:37:32,590781466973442048,dengue
2015-04-22 07:37:32,590781466394681345,dengue
2015-04-22 07:37:20,590781415387717632,dengue
2015-04-22 07:31:22,590779915554975744,dengue
2015-04-22 07:21:07,590777337010085888,dengue
2015-04-22 07:11:24,590774888518000640,dengue
2015-04-22 07:05:13,590773333932793857,dengue
2015-04-22 06:49:12,590769304762769408,dengue
2015-04-22 06:42:02,590767501698433024,dengue
2015-04-22 06:32:25,590765079022460928,dengue
2015-04-22 06:27:03,590763727839952896,dengue
2015-04-22 06:26:57,590763704116969472,dengue
2015-04-22 06:26:54,590763689311133696,dengue
2015-04-22 06:26:53,590763688669351936,dengue
2015-04-22 06:26:53,590763687926980609,dengue
2015-04-22 06:04:14,590757985909137408,dengue
2015-04-22 06:04:14,590757985909137408,saopaulo
2015-04-22 05:52:31,590755039116926976,ebola
2015-04-22 05:52:31,590755039116926976,dengue
2015-04-22 05:39:47,590751832185647105,dengue
2015-04-22 05:37:08,590751168277643264,dengue
2015-04-22 05:37:08,590751168277643264,india
2015-04-22 05:34:45,590750566583816192,dengue
2015-04-22 05:34:45,590750566583816192,india
2015-04-22 05:30:53,590749594423861250,dengue
2015-04-22 05:17:17,590746173356539905,dengue
2015-04-22 05:17:17,590746172857389056,dengue
2015-04-22 05:17:17,590746172278583297,dengue
2015-04-22 05:17:17,590746171750100992,dengue
2015-04-22 05:17:17,590746171150360579,dengue
2015-04-22 05:00:37,590741975785218048,health
2015-04-22 05:00:37,590741975785218048,dengue
2015-04-22 03:59:00,590726471552991232,dengue
2015-04-22 03:59:00,590726470818996224,dengue
2015-04-22 03:58:54,590726444160024577,dengue
2015-04-22 03:58:53,590726443577008128,dengue
2015-04-22 03:58:53,590726442981400577,dengue
2015-04-22 03:47:18,590723525595500544,news
2015-04-22 03:36:03,590720697321791490,saopaulo
2015-04-22 03:31:16,590719490519863296,dengue
2015-04-22 03:30:37,590719326354853888,health
2015-04-22 03:30:37,590719326354853888,dengue
2015-04-22 03:23:08,590717446291644417,health
2015-04-22 03:23:08,590717446291644417,dengue
2015-04-22 02:45:24,590707949342973953,mosquito
2015-04-22 02:45:10,590707891654545409,dengue
2015-04-22 02:45:10,590707890882744320,dengue
2015-04-22 02:44:36,590707749572448256,dengue
2015-04-22 02:44:36,590707748830060544,dengue
2015-04-22 02:44:31,590707728445767680,dengue
2015-04-22 02:34:45,590705270264881152,pakistan
2015-04-22 02:34:45,590705270264881152,news
2015-04-22 02:31:12,590704373971480577,dengue
2015-04-22 02:15:11,590700342637162498,dengue
2015-04-22 02:15:02,590700307245568002,dengue
2015-04-22 02:09:50,590698997293154307,dengue
2015-04-22 02:08:47,590698734826192896,dengue
2015-04-22 01:51:33,590694398255562753,dengue
2015-04-22 01:30:12,590689024223944706,dengue
2015-04-22 01:30:12,590689023263408128,dengue
2015-04-22 01:30:08,590689006465212417,dengue
2015-04-22 01:30:08,590689005580193794,dengue
2015-04-22 01:30:07,590689004787474432,dengue
2015-04-22 00:32:13,590674433548939266,dengue
2015-04-22 00:16:12,590670400260067328,dengue
2015-04-22 00:16:07,590670380756525056,dengue
2015-04-22 00:16:07,590670380093800449,dengue
2015-04-22 00:16:07,590670379376574465,dengue
2015-04-22 00:16:07,590670378500018177,dengue
2015-04-22 00:10:34,590668984955052032,ebola
2015-04-21 23:45:21,590662636666281985,dengue
2015-04-21 23:31:55,590659257764315136,dengue
2015-04-21 23:14:38,590654906937249794,ebola
2015-04-21 23:05:04,590652501403271169,dengue
2015-04-21 23:05:02,590652490313506816,dengue
2015-04-21 23:05:01,590652489315254272,dengue
2015-04-21 23:05:01,590652488413511680,dengue
2015-04-21 23:05:01,590652487037755393,dengue
2015-04-21 22:51:00,590648958139109376,dengue
2015-04-21 22:50:19,590648788248834048,dengue
2015-04-21 22:36:08,590645218468356098,dengue
2015-04-21 22:36:01,590645189909340160,ebola
2015-04-21 22:35:01,590644939752656900,dengue
2015-04-21 22:33:18,590644504081932289,dengue
2015-04-21 22:31:38,590644084475371520,dengue
2015-04-21 21:54:15,590634679470002176,dengue
2015-04-21 21:54:07,590634645273911296,dengue
2015-04-21 21:54:07,590634644485332992,dengue
2015-04-21 21:54:07,590634643768156160,dengue
2015-04-21 21:54:04,590634631218733058,dengue
2015-04-21 21:47:46,590633046195494912,dengue
2015-04-21 21:33:30,590629457708351488,ebola
2015-04-21 21:31:10,590628868521926656,dengue
2015-04-21 21:03:56,590622016325230596,ebola
2015-04-21 20:41:19,590616325334159360,ebola
2015-04-21 20:37:28,590615356928057345,dengue
2015-04-21 20:32:02,590613989815689219,dengue
2015-04-21 20:32:02,590613989815689219,chikungunya
2015-04-21 20:31:36,590613879681613824,dengue
2015-04-21 20:31:36,590613878561775616,dengue
2015-04-21 20:31:28,590613845703528448,dengue
2015-04-21 20:31:28,590613844881448960,dengue
2015-04-21 20:31:18,590613804456747010,dengue
2015-04-21 20:31:18,590613804456747010,chikungunya
2015-04-21 20:30:44,590613659325444098,dengue
2015-04-21 19:56:10,590604962650009600,dengue
2015-04-21 19:49:32,590603293530923008,ebola
2015-04-21 19:11:45,590593782938214401,dengue
2015-04-21 19:11:45,590593782313328640,dengue
2015-04-21 19:11:44,590593781495439361,dengue
2015-04-21 19:11:44,590593780815962112,dengue
2015-04-21 19:11:40,590593762411307009,dengue
2015-04-21 19:07:18,590592665118502915,ebola
2015-04-21 18:57:55,590590301800116224,dengue
2015-04-21 18:57:55,590590301800116224,chikungunya
2015-04-21 18:53:39,590589229715038210,dengue
2015-04-21 18:53:39,590589229715038210,chikungunya
2015-04-21 18:45:08,590587085456814084,peru
2015-04-21 18:45:08,590587085456814084,dengue
2015-04-21 18:35:20,590584618820206592,health
2015-04-21 18:35:20,590584618820206592,malaysia
2015-04-21 18:35:20,590584618820206592,brazil
2015-04-21 18:35:20,590584618820206592,mosquito
2015-04-21 18:35:20,590584618820206592,dengue
2015-04-21 18:31:42,590583706181640193,dengue
2015-04-21 18:29:39,590583191012044804,ebola
2015-04-21 18:20:38,590580919771262976,dengue
2015-04-21 18:20:38,590580919771262976,chikungunya
2015-04-21 18:20:33,590580898619400194,ebola
2015-04-21 18:02:44,590576415088713728,ebola
2015-04-21 17:59:07,590575505910472705,ebola
2015-04-21 17:55:23,590574567531347970,peru
2015-04-21 17:55:23,590574567531347970,dengue
2015-04-21 17:55:23,590574567531347970,health
2015-04-21 17:50:30,590573336457039872,ebola
2015-04-21 17:46:17,590572275482685441,ebola
2015-04-21 17:40:00,590570694913687552,ebola
2015-04-21 17:36:35,590569834339008512,ebola
2015-04-21 17:34:11,590569230787031042,ebola
2015-04-21 17:33:01,590568938397954053,ebola
2015-04-21 17:32:20,590568766465036289,ebola
2015-04-21 17:32:05,590568704271847425,ebola
2015-04-21 17:31:43,590568607979069440,dengue
2015-04-21 17:31:32,590568563355873284,ebola
2015-04-21 17:26:46,590567362593738752,ebola
2015-04-21 17:22:34,590566306803556352,ebola
2015-04-21 17:22:29,590566285181898752,ebola
2015-04-21 17:21:10,590565953089495040,ebola
2015-04-21 17:20:40,590565828254392320,ebola
2015-04-21 17:20:31,590565791805878272,ebola
2015-04-21 17:19:07,590565439744430081,ebola
2015-04-21 17:18:59,590565407569928195,ebola
2015-04-21 17:18:49,590565363689086977,ebola
2015-04-21 17:18:28,590565277508722688,ebola
2015-04-21 17:18:14,590565216108335104,ebola
2015-04-21 17:17:01,590564909932490752,ebola
2015-04-21 17:12:09,590563685422235648,dengue
2015-04-21 16:49:31,590557991688089601,health
2015-04-21 16:49:31,590557991688089601,malaysia
2015-04-21 16:49:31,590557991688089601,brazil
2015-04-21 16:49:31,590557991688089601,mosquito
2015-04-21 16:49:31,590557991688089601,dengue
2015-04-21 16:30:18,590553153415745537,dengue
2015-04-21 16:29:04,590552844345872384,dengue
2015-04-21 16:26:37,590552228605337600,dengue
2015-04-21 16:05:21,590546872995078144,health
2015-04-21 16:05:21,590546872995078144,malaysia
2015-04-21 16:05:21,590546872995078144,brazil
2015-04-21 16:05:21,590546872995078144,mosquito
2015-04-21 16:05:21,590546872995078144,dengue
2015-04-21 16:04:55,590546764081532928,dengue
2015-04-21 16:04:15,590546599455170560,dengue
2015-04-21 16:04:15,590546598737924096,dengue
2015-04-21 16:04:09,590546573270069249,dengue
2015-04-21 16:04:09,590546572599001090,dengue
2015-04-21 16:04:09,590546571881750528,dengue
2015-04-21 16:01:00,590545781440061443,health
2015-04-21 16:01:00,590545781440061443,malaysia
2015-04-21 16:01:00,590545781440061443,brazil
2015-04-21 16:01:00,590545781440061443,mosquito
2015-04-21 16:01:00,590545781440061443,dengue
2015-04-21 16:00:28,590545645943001089,health
2015-04-21 16:00:28,590545645943001089,malaysia
2015-04-21 16:00:28,590545645943001089,brazil
2015-04-21 16:00:28,590545645943001089,mosquito
2015-04-21 16:00:28,590545645943001089,dengue
2015-04-21 16:00:23,590545625441243136,health
2015-04-21 16:00:23,590545625441243136,malaysia
2015-04-21 16:00:23,590545625441243136,brazil
2015-04-21 16:00:23,590545625441243136,mosquito
2015-04-21 16:00:23,590545625441243136,dengue
2015-04-21 16:00:04,590545545300729857,health
2015-04-21 16:00:04,590545545300729857,malaysia
2015-04-21 16:00:04,590545545300729857,brazil
2015-04-21 16:00:04,590545545300729857,mosquito
2015-04-21 16:00:04,590545545300729857,dengue
2015-04-21 15:48:23,590542604833574912,dengue
2015-04-21 15:45:07,590541781881778176,dengue
2015-04-21 15:44:29,590541625417424898,dengue
2015-04-21 15:44:22,590541596233433088,dengue
2015-04-21 15:31:28,590538348445491202,dengue
2015-04-21 15:07:12,590532239852589056,dengue
2015-04-21 15:07:12,590532239852589056,brazil
2015-04-21 14:44:14,590526459376074754,dengue
2015-04-21 14:35:58,590524379970330624,karachi
2015-04-21 14:35:39,590524300664250369,dengue
2015-04-21 14:35:30,590524262802280448,dengue
2015-04-21 14:35:30,590524261976018944,dengue
2015-04-21 14:35:29,590524260189241345,dengue
2015-04-21 14:35:29,590524259459444736,dengue
2015-04-21 14:31:28,590523246551953408,dengue
2015-04-21 13:51:05,590513086890651648,ebola
2015-04-21 13:51:05,590513086890651648,dengue
2015-04-21 13:34:25,590508892607614977,dengue
2015-04-21 13:23:24,590506117366677504,dengue
2015-04-21 13:10:44,590502931281022979,dengue
2015-04-21 13:10:39,590502910103924736,dengue
2015-04-21 13:10:39,590502908929552388,dengue
2015-04-21 13:10:38,590502908019412992,dengue
2015-04-21 13:10:36,590502898821279745,dengue
2015-04-21 12:30:55,590492911126634496,dengue
2015-04-21 12:05:37,590486544340819968,dengue
2015-04-21 11:53:58,590483613759614978,dengue
2015-04-21 11:53:56,590483602472730624,dengue
2015-04-21 11:53:55,590483601524830209,dengue
2015-04-21 11:53:55,590483600681734144,dengue
2015-04-21 11:53:52,590483586744094720,dengue
2015-04-21 11:30:52,590477797090537472,dengue
2015-04-21 10:40:58,590465239486836736,dengue
