time.interval,hash.tag,count
2015-04-23 18:37:10,malaria,1
2015-04-23 18:37:10,peru,0
2015-04-23 18:37:10,pharma,0
2015-04-23 18:36:48,dengue,13
2015-04-23 18:36:48,ondox,0
2015-04-23 18:36:48,brazil,6
2015-04-23 18:36:48,ebola,0
2015-04-23 18:36:48,health,1
2015-04-23 18:36:48,mosquito,0
2015-04-23 18:36:48,pakistan,1
2015-04-23 18:36:48,saopaulo,0
2015-04-23 18:36:48,news,0
2015-04-23 18:36:48,karachi,0
2015-04-23 18:36:48,chikungunya,0
2015-04-23 18:36:48,pmln,0
2015-04-23 18:36:48,malaysia,0
2015-04-23 18:36:48,ptihas,0
2015-04-23 18:36:48,changepenang,0
2015-04-23 18:36:48,justice4saiful,0
2015-04-23 18:36:48,india,0
2015-04-23 18:36:48,malaria,1
2015-04-23 18:36:48,peru,0
2015-04-23 18:36:48,pharma,0
2015-04-23 18:31:34,dengue,13
2015-04-23 18:31:34,ondox,0
2015-04-23 18:31:34,brazil,6
2015-04-23 18:31:34,ebola,0
2015-04-23 18:31:34,health,1
2015-04-23 18:31:34,mosquito,0
2015-04-23 18:31:34,pakistan,1
2015-04-23 18:31:34,saopaulo,0
2015-04-23 18:31:34,news,0
2015-04-23 18:31:34,karachi,0
2015-04-23 18:31:34,chikungunya,0
2015-04-23 18:31:34,pmln,0
2015-04-23 18:31:34,malaysia,0
2015-04-23 18:31:34,ptihas,0
2015-04-23 18:31:34,changepenang,0
2015-04-23 18:31:34,justice4saiful,0
2015-04-23 18:31:34,india,0
2015-04-23 18:31:34,malaria,1
2015-04-23 18:31:34,peru,0
2015-04-23 18:31:34,pharma,0
2015-04-23 18:30:57,dengue,14
2015-04-23 18:30:57,ondox,0
2015-04-23 18:30:57,brazil,6
2015-04-23 18:30:57,ebola,0
2015-04-23 18:30:57,health,1
2015-04-23 18:30:57,mosquito,0
2015-04-23 18:30:57,pakistan,1
2015-04-23 18:30:57,saopaulo,0
2015-04-23 18:30:57,news,0
2015-04-23 18:30:57,karachi,0
2015-04-23 18:30:57,chikungunya,0
2015-04-23 18:30:57,pmln,0
2015-04-23 18:30:57,malaysia,0
2015-04-23 18:30:57,ptihas,0
2015-04-23 18:30:57,changepenang,0
2015-04-23 18:30:57,justice4saiful,0
2015-04-23 18:30:57,india,0
2015-04-23 18:30:57,malaria,1
2015-04-23 18:30:57,peru,0
2015-04-23 18:30:57,pharma,0
2015-04-23 18:21:48,dengue,14
2015-04-23 18:21:48,ondox,0
2015-04-23 18:21:48,brazil,6
2015-04-23 18:21:48,ebola,0
2015-04-23 18:21:48,health,1
2015-04-23 18:21:48,mosquito,0
2015-04-23 18:21:48,pakistan,1
2015-04-23 18:21:48,saopaulo,0
2015-04-23 18:21:48,news,0
2015-04-23 18:21:48,karachi,0
2015-04-23 18:21:48,chikungunya,0
2015-04-23 18:21:48,pmln,0
2015-04-23 18:21:48,malaysia,0
2015-04-23 18:21:48,ptihas,0
2015-04-23 18:21:48,changepenang,0
2015-04-23 18:21:48,justice4saiful,0
2015-04-23 18:21:48,india,0
2015-04-23 18:21:48,malaria,1
2015-04-23 18:21:48,peru,0
2015-04-23 18:21:48,pharma,0
2015-04-23 18:20:48,dengue,14
2015-04-23 18:20:48,ondox,0
2015-04-23 18:20:48,brazil,6
2015-04-23 18:20:48,ebola,0
2015-04-23 18:20:48,health,1
2015-04-23 18:20:48,mosquito,0
2015-04-23 18:20:48,pakistan,1
2015-04-23 18:20:48,saopaulo,0
2015-04-23 18:20:48,news,0
2015-04-23 18:20:48,karachi,0
2015-04-23 18:20:48,chikungunya,0
2015-04-23 18:20:48,pmln,0
2015-04-23 18:20:48,malaysia,0
2015-04-23 18:20:48,ptihas,0
2015-04-23 18:20:48,changepenang,0
2015-04-23 18:20:48,justice4saiful,0
2015-04-23 18:20:48,india,0
2015-04-23 18:20:48,malaria,1
2015-04-23 18:20:48,peru,0
2015-04-23 18:20:48,pharma,0
2015-04-23 18:19:19,dengue,14
2015-04-23 18:19:19,ondox,0
2015-04-23 18:19:19,brazil,6
2015-04-23 18:19:19,ebola,0
2015-04-23 18:19:19,health,1
2015-04-23 18:19:19,mosquito,0
2015-04-23 18:19:19,pakistan,1
2015-04-23 18:19:19,saopaulo,0
2015-04-23 18:19:19,news,0
2015-04-23 18:19:19,karachi,0
2015-04-23 18:19:19,chikungunya,0
2015-04-23 18:19:19,pmln,0
2015-04-23 18:19:19,malaysia,0
2015-04-23 18:19:19,ptihas,0
2015-04-23 18:19:19,changepenang,0
2015-04-23 18:19:19,justice4saiful,0
2015-04-23 18:19:19,india,0
2015-04-23 18:19:19,malaria,1
2015-04-23 18:19:19,peru,0
2015-04-23 18:19:19,pharma,0
2015-04-23 18:15:48,dengue,15
2015-04-23 18:15:48,ondox,0
2015-04-23 18:15:48,brazil,6
2015-04-23 18:15:48,ebola,0
2015-04-23 18:15:48,health,1
2015-04-23 18:15:48,mosquito,0
2015-04-23 18:15:48,pakistan,1
2015-04-23 18:15:48,saopaulo,0
2015-04-23 18:15:48,news,0
2015-04-23 18:15:48,karachi,0
2015-04-23 18:15:48,chikungunya,0
2015-04-23 18:15:48,pmln,0
2015-04-23 18:15:48,malaysia,0
2015-04-23 18:15:48,ptihas,0
2015-04-23 18:15:48,changepenang,0
2015-04-23 18:15:48,justice4saiful,0
2015-04-23 18:15:48,india,0
2015-04-23 18:15:48,malaria,1
2015-04-23 18:15:48,peru,0
2015-04-23 18:15:48,pharma,0
2015-04-23 18:14:29,dengue,15
2015-04-23 18:14:29,ondox,0
2015-04-23 18:14:29,brazil,6
2015-04-23 18:14:29,ebola,0
2015-04-23 18:14:29,health,1
2015-04-23 18:14:29,mosquito,0
2015-04-23 18:14:29,pakistan,1
2015-04-23 18:14:29,saopaulo,0
2015-04-23 18:14:29,news,0
2015-04-23 18:14:29,karachi,0
2015-04-23 18:14:29,chikungunya,0
2015-04-23 18:14:29,pmln,0
